sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
SX-04-1,0.003167889198587741,0.0,2.6444429687506967
SX-04-2,0.004649368406035062,0.0,2.6637542811231447
SX-04-3,0.003984988948504636,0.0,2.692565609554792
SX-04-4,0.004935271255976589,0.0,2.6622076173858624
SX-04-5,0.004297149376164893,0.0,2.663150940692022
