sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
SX-03-1,0.0015290953848056939,0.0,2.6572160497816166
SX-03-2,0.0018737774332641185,0.0,2.640750727724742
SX-03-3,0.0017475751253030788,0.0,2.6717503178542605
SX-03-4,0.0031194814842975906,0.0,2.6325680633848236
SX-03-5,0.003227051021068286,0.0,2.647155226933712
