sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-28-1,0.005216423534013637,0.0,2.636150665137049
JT-28-2,0.005706681140943099,0.0,2.648639413817451
JT-28-3,0.006974908436095594,0.0,2.63354422370239
