sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-21-1,0.003350391745783574,0,2.798593140082806
JT-21-2,0.004055591321495798,0,2.809366914923506
JT-21-3,0.0013857846501277834,0,2.7779228326052174
JT-21-4,0.001968543047921496,0,2.7849416614434683
