sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-19-1,0.0013029308247690323,0,2.7486017299769205
JT-19-2,0.0018265412272092294,0,2.731135172986376
JT-19-3,0.0013655739932743212,0,2.735135908598143
