sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
SX-03-1,0.0015334160696984418,0.0,2.6571108201008946
SX-03-2,0.0018983726817937703,0.0,2.640803331527482
SX-03-3,0.0017384551793006924,0.0,2.6717908514917608
SX-03-4,0.0031408094905257446,0.0,2.6326139135661033
SX-03-5,0.003217094164984736,0.0,2.646980693913159
