sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
SX-04-1,0.003202318960360529,0.0,2.6443836763812514
SX-04-2,0.004637422473288448,0.0,2.6635232431889557
SX-04-3,0.004059551381982234,0.0,2.6928176610574623
SX-04-4,0.004867065828272984,0.0,2.662053768113258
SX-04-5,0.004300335104316146,0.0,2.6633420990801318
