sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-27-1,0.006098212852227934,0.0,2.6851516199340004
JT-27-2,0.006158101835734176,0.0,2.688976471831653
JT-27-3,0.006339869105009693,0.0,2.7024868596275313
