#E (m, CH1903);641975.26
#N (m, CH1903);155325.59
#Z (m, CH1903);3413.84
#azimuth (deg);90.7
#inclination angle (deg);44.6
#effective area (cm2);25.6
#exposure time (sec);4.12E+06
slope x;slope y
0.6258061;-0.367559
0.2568885;-0.510915
0.43324;0.488258
0.7121662;-0.17981
0.2164832;-0.144242
0.9602609;0.3908743
-0.101191;0.1549196
-0.860211;0.4872896
0.5258078;0.4973609
0.4673225;0.1633257
0.0640486;0.0681107
1.0322438;0.1910581
-0.563113;0.4084213
0.7543118;0.2580689
0.1884619;-0.316245
0.1820324;-0.525043
0.5852706;0.0378664
-0.560258;-0.136458
-0.107562;0.0187037
0.7485609;0.2335347
0.0295413;0.2266978
-0.574581;0.1447548
0.0803814;0.4962848
0.3721717;0.3222741
-0.094818;0.6500573
0.8301711;-0.25116
0.5536612;-0.344116
0.3200927;0.1553417
0.5524525;-0.053203
0.5949138;-0.294948
-0.830331;0.5397095
0.0099661;-0.467427
0.4396167;-0.523164
0.0732565;-0.490075
0.8906369;0.750298
-0.186531;0.0169612
0.2489929;-0.139832
1.1352034;-0.349736
-0.031389;0.2243696
0.0636907;-0.262151
0.5457752;-0.242332
-0.315016;0.0165138
0.6892596;0.254231
-0.004919;-0.057005
0.2843178;0.5255939
0.1287505;-0.394851
0.0535194;0.411766
0.0605117;-0.343439
0.7449871;0.1577675
-0.651662;0.2403738
1.1779202;0.2278423
0.2033069;0.3838863
0.4737479;0.6265632
0.2982678;-0.065833
0.2930981;-0.21709
0.3189618;-0.646724
0.8156149;-0.506284
-0.015179;0.185382
0.4930014;0.2002823
0.0604864;-0.424011
0.3277892;0.5689032
-0.473914;-0.645278
0.2207834;0.4191425
-0.057397;-0.271781
0.1076568;0.1417603
0.0160155;0.3437577
-0.071762;-0.178656
0.3049096;0.3624072
-0.274367;-0.295289
0.7078477;0.375791
0.9962707;-0.336488
0.2940936;0.1746585
0.0639062;0.1263766
-0.227075;-0.372781
-0.223719;-0.027026
0.1541436;-0.685804
0.5837101;-0.263798
-0.613844;0.558423
0.4666687;0.8329278
0.1445652;0.9041157
0.7835453;0.1975857
-0.293;0.0896247
-0.038533;-0.030225
0.4013776;0.004708
0.3228361;0.0694709
0.3779419;-0.237773
0.6986654;0.0168211
0.2289598;0.5841981
0.4448445;-0.020367
0.0944161;-0.408877
-0.87529;0.3722192
0.2374122;-0.177941
-0.023127;-0.713209
1.1662639;-0.40518
0.7736215;0.3118415
0.852007;0.3473666
0.1831149;0.0114306
0.1133658;0.2549075
1.1811771;-0.192506
0.3530673;-0.324693
-0.418035;0.0906017
-0.69304;0.3770092
0.2033754;-0.550306
-0.332944;-0.399628
0.2585808;0.281139
1.222199;-0.162795
0.019397;0.2542912
0.1978439;-0.451931
0.3883068;-0.350221
0.8067172;0.1781751
0.0929763;-0.031129
0.5845887;-0.48198
-0.069183;-0.455305
0.3117803;-0.368193
0.1743235;-0.232349
1.0283067;-0.637159
0.2391264;-0.421015
-0.658226;0.2814506
0.5657722;-0.12697
0.2864617;-0.175801
-0.722213;0.4743081
0.1956098;0.4597452
-0.033992;0.2977377
0.6304632;-0.391233
0.1408304;-0.459761
0.3193437;0.2680705
0.6855705;-0.531589
0.8712192;0.1404532
0.4716517;-0.36501
-0.205277;-0.173657
-0.136642;-0.277743
0.9583229;0.0060791
0.1852297;0.0202444
-1.27543;0.4547484
-0.106118;0.2029419
0.5061867;0.0145286
1.0003372;0.2326903
-0.480017;0.1724653
0.4056854;0.5714384
-0.119378;-0.263103
0.3191835;-0.062583
0.0140573;0.3120512
0.8490233;0.3904632
0.2350109;-0.078487
-0.157179;0.5716481
-0.118569;0.0363231
0.570654;0.2881505
0.7125449;-0.661928
0.6952187;-0.329322
0.3065963;-0.265447
-0.111611;0.4735036
0.0067736;-0.479478
0.6354692;0.1172919
0.4736177;-0.253071
0.7177665;-0.500304
0.748541;0.1557144
0.833296;0.6893171
1.0090069;0.3964434
-0.366466;0.484885
0.3090398;0.3017177
0.9531625;-0.277049
0.8835105;0.0194306
0.5942612;0.2283571
-0.13484;-0.001622
-0.860884;0.4687155
-0.332178;-0.385333
-0.107578;0.5206229
0.1727214;0.0553673
-0.004747;0.48026
0.1476268;-0.208412
0.5807881;0.0706076
0.4811049;0.2848363
0.7650681;-0.126331
-0.467874;0.0407878
-0.275682;-0.236269
1.3561707;0.0709091
0.0085755;0.276554
0.0967746;0.0433463
0.7650832;0.0625543
1.2189406;0.2227404
0.5783824;0.0227415
-0.860766;1.1145905
0.7127223;0.2885272
-0.146817;-0.036172
0.4171354;-0.644324
0.0063962;-0.346986
-0.00284;-0.579119
0.7829387;0.4259724
0.4668774;0.5714697
0.2230384;-0.304471
-0.110095;-0.306428
1.0363591;-0.84216
0.5041593;0.1471771
-0.55893;0.0081896
-0.252336;0.0487119
0.6368476;0.7674992
0.6777622;0.0257149
1.0710737;-0.178342
0.5207212;-0.662406
-0.119128;-0.32367
1.0804381;-0.511593
-0.155586;0.0365248
-0.200009;-0.126349
0.2990542;0.3852669
0.0976546;-0.511104
0.4407709;-0.318476
0.4990099;0.7460203
0.0205707;-0.430342
0.0313346;-0.337431
0.8418242;-0.16966
0.5491328;0.4604071
-0.083847;0.0409256
0.100574;-0.233847
0.6830419;-0.103501
0.2652465;-0.445246
-0.521928;-0.697951
0.7649569;-0.241904
0.7953524;-0.607038
0.5417896;0.0691278
0.9364234;-0.03864
-0.031405;-0.036978
0.2846623;-0.488805
-0.252121;0.3546634
-0.16159;0.6993622
-0.443757;0.9570367
0.5447321;0.2444108
0.6453269;-0.467531
-0.004633;0.0179888
0.2075254;0.0867371
0.6338569;0.5499824
-1.078467;-0.066094
-0.650546;0.3753458
0.5540437;0.6524614
0.3636347;0.4805007
-0.039636;0.3837038
0.8167588;-0.519803
0.6025015;0.2821585
0.8016339;0.1537337
0.8211634;0.2580747
0.2599159;-0.02061
0.6102944;0.1817276
-0.175007;0.3930779
-0.224951;0.1001197
1.0083634;-0.511928
0.3567402;-0.50859
0.5939548;0.2439411
-0.014135;-0.155566
0.4466979;0.1261084
0.8324653;0.4775706
0.4058706;-0.073979
0.5738911;-0.358049
0.2884353;-0.282217
-0.574716;-0.102544
0.4169598;-0.293283
-0.098851;-0.421268
0.1365922;0.3343627
0.9663532;0.3199084
0.3032129;0.5823166
-0.110214;-0.204237
-0.338384;0.4607611
0.7597897;-0.440208
0.7189086;-0.329203
0.2871361;0.0429364
-0.54133;0.2484095
0.9577096;0.141795
1.0584542;0.31841
0.6431772;-0.157702
0.1848332;-0.001182
0.3456395;-0.222977
0.406229;0.0679132
0.7101921;0.1928833
-0.033686;0.5659534
0.8834901;0.1143464
0.3116093;0.9075769
0.5499836;-0.013791
-0.172519;-0.468688
-0.181493;-0.523713
0.1357353;0.5035975
0.3128452;0.0024331
-0.035026;-0.1248
-0.355544;0.1906703
0.4467917;0.3184823
0.1089104;0.5190499
0.03054;-0.651171
0.9922932;-0.073168
1.1920872;0.0859375
-0.489491;0.0060433
-0.003694;-0.610104
0.4590213;0.3039542
0.503756;0.332548
0.6088503;0.5619484
0.554134;0.6866748
0.3903832;-0.160181
0.2011965;0.4938765
1.3130575;-0.105152
0.5595261;0.247877
-0.011175;0.5108349
0.5600259;0.2069762
-0.247667;-0.153064
-0.406492;0.8312647
0.8312559;-0.017837
0.9207387;-0.352119
0.5601658;-0.125942
1.0515894;0.3544914
0.5799966;0.2131237
-0.0221;-0.050011
0.7770662;-1.058138
0.0925631;0.3481499
0.2134515;0.6067063
0.8990178;0.3559501
0.8195558;0.7226281
0.1831857;-0.13333
1.0188877;-0.026183
-0.149093;-0.603204
0.3869763;0.2699882
0.7130001;-0.379772
0.3265039;0.7387545
-0.745276;0.3562295
0.1289906;-0.329123
1.4360722;0.0894811
0.9310681;0.2692741
0.632452;0.2123579
0.5677577;0.4692575
0.5841609;-0.327256
0.6548611;0.043227
0.7313339;0.1483304
-0.070388;0.2239348
0.2834395;0.1120139
0.8070099;-0.319507
0.4150342;0.8095447
-0.027671;-0.330138
-0.183343;0.419786
0.322626;-0.066585
-0.063717;0.6397082
0.2125818;0.7791668
0.0859705;0.0260334
0.2714375;0.4486136
0.1897373;-0.155085
-0.419095;0.9914846
0.2295228;0.2636424
0.1735845;0.1571375
0.7938416;-0.014543
0.0118031;-0.190999
0.2480129;0.1048088
0.3324657;-0.583007
0.3438079;0.1908718
0.3113725;0.5189027
0.6425935;0.5175649
-0.234611;0.0210216
-0.502704;-0.307799
0.0225061;0.3395388
-0.228345;0.3474825
0.1154005;0.3031305
0.1171852;0.3225513
-0.457969;-0.293858
0.1106203;0.2352075
0.1204793;-0.316737
0.1913715;-0.168359
0.0604975;0.561302
-0.791952;-0.101962
0.2133343;0.4284751
0.071256;0.754962
0.2352245;-0.35043
0.382039;-0.057706
0.4688263;-0.613238
0.1814478;-0.177963
-0.233317;0.5725441
-1.274421;0.0835283
0.6028206;-0.462544
-0.020374;-0.539341
-0.254248;0.622704
0.2377894;-0.422924
0.5076396;-0.268896
-0.659095;0.5457866
0.7663304;-0.670548
-0.065668;0.4617649
-0.050638;0.2750039
1.2975592;-0.439936
0.7448345;0.0643104
0.3548804;-0.099544
0.3465206;-0.551871
0.5569645;-0.498799
0.304567;0.0796974
0.5853568;-0.127336
0.9367671;0.8076984
-0.36055;0.2281996
0.0807129;-0.136659
0.1735429;-0.056759
0.0154856;-0.270382
0.1748281;0.016921
0.2104125;0.5365092
-0.35448;1.2405751
-0.184948;-0.261131
1.1934301;-0.506377
0.3422425;-0.087608
0.5718483;0.5048397
0.1082699;-0.182567
-0.145537;-0.051742
0.2979536;0.161111
0.0395204;0.3564783
-0.030802;-0.235495
-1.262402;0.1516239
0.3124695;-0.041199
0.267498;-0.429156
0.4496752;-0.452246
0.1440933;0.4392376
0.1070149;-0.278213
0.371474;0.5163844
0.3639017;-0.098767
0.3497294;0.3605965
0.6970199;0.4649056
0.6556491;-0.471896
0.3266786;-0.353367
1.358867;-0.371748
0.8313082;0.0703463
0.5626207;0.3746356
0.0822847;0.1919018
0.1628363;0.2593721
0.0670495;-0.125828
0.0047943;0.3302716
0.0977901;0.7404081
-0.048165;0.2305181
1.1749657;-0.558286
-0.790961;0.4707136
0.4109682;1.2210036
-0.077829;0.1046516
0.6472429;-0.395283
0.4034733;-0.113006
0.3066452;-0.043871
0.6390208;0.4601613
0.3603246;-0.553586
0.3791821;0.0553936
-0.437801;-0.016024
-0.756066;0.5929892
0.7731794;-0.682825
0.781315;1.1210947
0.3535369;0.180596
-1.162576;0.2547433
-0.501499;-0.044678
1.0616065;-0.039846
0.4674141;-0.011845
0.0428632;0.3740249
0.5207037;-0.424075
0.8666787;0.6780935
0.8994749;0.4639768
0.2764018;-0.065544
0.2388967;-0.047141
0.7874016;0.4098936
0.2240749;0.084335
0.7238297;-0.165811
-0.080856;-0.174093
-0.090229;0.9095507
0.9340904;0.0641194
0.3180776;0.4336459
0.2729143;-0.544798
-0.020169;0.2373754
-0.246041;-0.378393
0.5380029;-0.191879
1.1362992;0.2890778
0.0488883;-0.018802
-0.471521;0.1938457
0.6206908;0.0543124
0.2972429;-0.34827
-0.003642;-0.528241
0.6561427;-0.447963
0.6359341;-0.576785
-0.19755;0.046093
0.8113117;0.0904102
-0.655417;0.1790618
0.0553742;0.4515475
0.9017191;0.3701428
-0.47965;0.6206804
0.0450309;1.0369043
0.5485596;0.6008372
0.6870853;-0.00439
0.2966359;0.0400206
1.2865636;-0.445347
0.076575;-0.336396
0.5540454;-0.242554
0.5532764;-0.274969
-0.530687;-0.08215
1.2964589;0.0236687
0.1054931;-0.349523
0.1690336;-0.37793
0.2469315;0.0504591
0.4420864;-0.408147
0.0368127;-0.128627
-0.153545;-0.239608
0.6980353;-0.31284
-0.240072;-0.048828
-0.505682;-0.402255
0.207154;-0.277988
0.3780719;0.2986024
-0.04088;-0.071934
-0.784857;0.5651124
-0.230185;0.3170308
0.5507752;-0.490211
-0.557947;-0.365215
0.0297259;0.1202872
0.4050376;-0.597902
0.1560197;0.1529361
-0.77019;0.3660598
0.5064958;0.110183
0.4975928;0.5763254
-0.316309;-0.128494
-0.156632;-0.655681
0.2846756;-1.14776
0.6906182;-0.497465
0.323724;-0.584941
0.2310287;-0.505013
-0.507359;1.0846108
-0.336533;-0.271599
0.1064066;0.469671
0.4196857;-0.021494
0.2138297;0.4731184
0.6899293;-0.138337
-0.330956;0.4357011
0.7254333;0.4467141
-0.110237;0.2424003
0.8688586;-0.269768
0.391963;-1.115144
-1.020869;0.193776
0.0065436;0.1921574
1.0059779;0.2413868
0.9363006;0.4247945
0.3999244;0.5640661
0.2119525;-0.027284
-0.334434;0.8232827
0.3273553;-0.411605
0.086872;-0.146681
0.081525;1.0546393
-0.061432;-0.002377
0.2985236;-0.301403
0.523373;-0.000786
-0.609346;0.5814086
-0.154991;-0.39122
0.3108576;0.4664065
-0.204448;-0.530062
-0.36689;0.2569868
0.1253875;-0.408361
0.1020786;0.3864249
0.5281009;0.0005626
0.7363402;-0.14753
-0.373034;-0.33584
-0.741802;0.2263828
-0.614844;-0.562296
-0.01712;-0.248886
0.7278745;0.4636595
-0.082525;-0.288949
0.3832068;-0.038903
-0.370426;-0.055092
0.5466102;-0.273451
0.4125378;-0.240024
0.1107228;0.9936922
0.8925635;0.1711123
0.5241212;-0.69546
0.9116569;-0.030398
0.7366006;-0.431003
-0.018682;-0.151948
0.8798334;0.739334
0.4351922;0.5768484
0.3671652;-0.241038
0.1691556;-0.246932
-0.062881;0.5320035
0.5250974;-0.076469
0.0408634;-0.596481
-0.656845;-0.32414
-0.214409;0.5017493
-0.037904;-0.512216
0.2132702;-0.377104
0.0407741;0.8667418
0.1147086;0.2039178
-0.048324;0.3987008
0.2823487;0.8266573
0.8437023;0.255489
-0.274756;0.3996886
0.7186493;-0.176952
-0.08587;-0.126638
0.2274187;-0.34032
1.0625739;0.0857862
-0.029539;-0.150063
-0.190243;-0.179929
0.9710229;-0.301458
-0.286226;-0.243058
0.6681895;-0.176399
0.4705685;0.0469371
0.2225547;-1.294065
0.037214;0.1539557
0.209437;-0.527446
0.8792957;-0.497033
0.3508132;-0.462156
0.2879694;-0.599526
0.5717571;-0.132997
0.4280146;0.5171248
1.1550157;0.4370183
0.2788993;-0.556861
0.3632595;-0.181164
0.2776527;-0.324805
0.0348745;-0.125228
0.6655936;0.326813
0.3664572;-0.158813
0.3409385;-0.266244
0.8180762;-0.492193
0.5902516;0.2200426
1.2844437;0.3236318
1.0370758;0.0019318
-0.275139;-0.783534
0.6246654;0.0279142
0.1401283;0.1606693
-0.181225;0.2270852
0.4942805;0.0003528
-0.149901;0.1413586
-0.975464;0.6333621
-0.911988;0.0229088
0.3653363;0.4662517
1.161568;0.3992998
0.4949892;0.3313703
0.6824471;0.1314378
-0.390433;0.1872797
1.1203955;0.0820984
0.7990542;0.7702615
0.6861844;0.4321547
-0.417858;-0.095816
0.2803581;-0.510938
-0.295603;-0.139214
-0.448919;0.1556833
-0.07965;-0.166823
-0.21264;0.1378373
-0.391274;-0.67004
0.5811401;-0.094405
-0.10794;-0.751383
-0.200507;0.7326428
-0.060075;-0.246442
1.1413058;0.5174666
0.6766203;0.4155332
0.0535164;-0.228523
0.6634362;0.3850727
0.7685319;-0.430588
1.2160377;0.0773997
1.0537626;0.188732
0.1304881;-0.443804
0.3429243;0.0210636
0.4486101;0.2681761
0.5685542;0.4227583
0.727362;-0.714677
-0.271323;0.0178622
-1.094033;0.1286412
0.1833032;-0.121757
-0.180386;-0.525238
0.6934717;-0.327242
-0.205336;0.3546347
0.6707247;-0.445791
-0.316393;0.7037684
0.6761018;0.1499387
-0.025618;0.7526268
0.4727439;-0.178306
1.0043245;-0.372148
0.5493885;0.4183475
0.2333591;-0.16123
0.1066099;0.1062647
0.0317382;-0.056459
0.1332693;0.381765
0.8224488;0.0335106
0.0625186;-0.154246
0.4317251;-0.213505
-0.205262;0.0248749
-0.174405;1.0961136
0.4648304;-0.015486
0.4174673;0.9119654
0.109778;0.321718
0.0237155;0.2989589
-0.032847;-0.035785
0.8276835;0.8919473
-0.401293;0.0168533
0.5108529;0.4889121
-0.394909;0.5049819
0.2415591;0.075966
0.5974758;-0.465299
0.7322148;0.2480006
0.3686568;-0.074903
0.3420306;0.3035911
0.4066365;-0.115474
0.0355765;-0.151504
0.5598375;-0.088233
0.1314943;-0.581352
0.3702729;0.0668714
0.4417788;-0.184624
0.8045518;0.1480181
0.0401053;0.1875704
1.1965644;0.2935189
0.5265904;-0.520218
0.3047963;0.553789
0.8245563;-0.482239
0.1341313;0.7978026
-0.086045;0.9598907
-0.27051;0.5589941
0.7159745;-0.98615
0.2655304;0.2393029
0.265974;-0.004359
0.0368393;-0.109336
-0.010199;0.4262552
0.4861669;0.1994613
0.3899235;0.2528983
0.1410892;0.0244718
0.8561216;-0.076481
-0.209357;0.3076706
0.7943868;0.0013018
0.5361636;0.1696741
-0.285639;0.3865092
-0.356351;-0.20226
0.5662711;0.1477317
1.1797328;-0.229617
-0.152158;0.528181
-0.065942;-0.435066
-0.246726;0.3079412
0.0540607;-0.314276
0.3158893;-0.255153
-0.244043;0.108255
1.1971164;-0.090281
0.2738063;0.713924
-0.240153;-0.049242
-0.247731;-0.132473
-0.809232;0.7109472
0.4797815;0.4868343
-0.355747;1.080231
-0.220695;-0.171637
0.3257865;-0.665827
0.0454414;0.2704665
0.1911795;0.11631
0.6598157;0.1735246
0.8535541;0.839292
0.3981861;-0.528256
0.8251141;0.3143933
0.1212388;-0.038831
0.4842305;0.7725078
-0.001739;0.0269934
-0.416627;0.9996978
0.6513991;-0.534796
0.5431024;0.2800004
-0.590896;0.4487236
-0.48401;0.8556774
-0.096931;0.3626482
0.4245711;0.031709
0.5998886;-0.114692
-0.550438;0.6058563
0.3579307;-0.01839
-0.37863;0.3029647
0.8477142;0.2865224
-0.836554;0.442527
0.349812;0.035499
0.5232506;0.2604445
-0.021211;0.8600627
0.1541983;0.3078266
0.0812376;0.6279088
-0.166328;-0.233731
-0.064297;-0.267192
0.3950612;0.1372868
-0.698074;0.27831
-0.044781;-0.21031
1.0320019;-0.234614
0.2133362;-0.106108
-0.466348;-0.338817
0.6353195;0.2676596
-0.291806;0.2214382
0.6755224;0.5334869
0.0041173;-0.608712
-0.710176;0.4355446
0.1392715;0.1795727
-0.315849;0.4295275
0.7498357;-0.685307
0.2323023;-0.458611
0.2840172;-0.555439
0.3461097;-0.193086
-0.821191;0.0077116
0.0449512;0.484428
0.4607759;0.4687221
0.4508702;1.1243604
0.0388468;-0.270967
0.3198653;-0.032056
0.3096886;0.3111753
0.3366373;0.1439337
0.4973958;0.1932103
-0.142008;-0.258964
0.3803741;-0.001457
0.1462867;-0.37625
0.394591;-0.026583
-0.116374;-0.422565
-0.16912;-0.160606
-0.159217;1.3623907
-0.308437;0.0156995
1.0923215;0.3793945
0.5344195;-1.208091
0.542001;-0.542979
0.7452762;-0.168162
0.1750384;0.3312275
0.7030155;-0.313465
0.4443384;-0.240646
0.5053793;1.0260207
0.2645091;0.3964647
-0.074017;0.0761184
0.1919175;0.1832828
0.2350787;-0.135091
-0.335518;0.5090479
-0.379879;0.3499405
0.422664;0.0931415
-0.226498;0.5501048
0.152146;-0.044747
0.5441462;0.464805
-0.169571;-0.007156
-0.577001;0.9642196
0.365332;0.0986171
-0.036406;0.6116268
0.4790695;-0.288463
-0.969353;-0.066954
-0.106579;-0.397178
0.3445001;-0.14703
0.3579736;-0.292184
0.5601131;0.1603621
0.9269349;-0.208241
0.0586746;-0.091695
0.4262184;0.7380231
-0.356821;-0.420486
-0.323215;-0.571098
-0.196395;-0.464882
-0.90794;-0.474791
-0.138156;0.3424999
0.1545944;0.5863317
0.2168129;0.3694868
0.7872484;-0.113698
-0.482096;0.6971213
0.672078;-0.023698
0.3301866;-0.440168
0.7338705;0.4906038
-0.413875;0.2309214
0.3157841;0.2868702
-0.10289;0.711438
-0.239147;0.2423811
0.7042056;0.1327403
0.285665;0.1446845
0.0791692;-0.466813
0.2566601;0.8284401
0.7096623;0.3711
0.7982589;0.0368332
0.7519512;0.4178954
0.9208877;-0.263638
0.5867859;0.0542093
0.1520934;0.098527
0.4999918;0.7974429
-0.32911;-0.275907
-0.197165;-0.499291
0.0942665;-0.168526
0.4205161;0.4893102
0.4303082;-0.086017
0.3084651;-0.294532
-0.127533;0.0193107
-0.262796;0.2228599
-0.241877;0.7437108
-0.276379;0.7203941
0.4091717;0.1494271
0.5083262;0.1165251
0.9500438;-0.098177
0.437393;0.9159116
0.5005739;-0.275321
-0.140938;-0.388349
-0.098328;1.2748938
-0.088913;-0.458101
-0.265448;-0.389668
0.698179;0.1172589
0.3201806;0.2309605
0.463326;-0.242203
0.2542911;-0.420151
0.5951899;0.1670313
-0.071402;-0.230399
0.7002028;0.305256
0.2311015;-0.013527
0.7595456;0.4036787
1.0062362;0.3479284
-0.231747;0.8452
0.5833419;0.1922662
0.7369164;-0.578256
0.8235468;0.5469697
0.2509985;0.1327859
0.806508;-0.354341
-0.042254;0.6734065
-0.390597;0.0360641
0.0071422;-0.03705
0.1525735;0.3146943
0.2943055;-0.294795
0.1847518;-0.340543
0.0941598;0.2013724
-0.950234;0.299662
0.1716031;-0.117148
0.1177081;-0.20467
-0.22408;-0.488185
0.577793;0.0686524
0.7310182;0.0499477
