sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-26-1,0.0013998140804490332,0,2.7384232283149608
JT-26-2,0.003707764289370069,0,2.726377918339137
JT-26-3,0.0018819074401479061,0,2.7269731194504363
