sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
SX-04-1,0.0024030514674321566,0,2.7787747811970185
SX-04-2,0.002909949843510845,0,2.7626642432011086
SX-04-3,0.002680986687661955,0,2.7440383183327737
