sample_nr,shape_log_rho,loc_log_rho,scale_log_rho
JT-02-1,0.002003117062201766,0,2.766931078573731
JT-02-2,0.00309693935556379,0,2.759447965229289
JT-02-3,0.003892012497889679,0,2.7724507625984622
